Key,Probability
0x110c6b78e9c0a6d1,0
0xc3344882aab3d7ca,0.00195312
0x23ef8bfb74b34610,0
0xb67a3cba9ab8d93d,0
0x8e52d7df4a213cd8,0.00195312
0xb98226d6d0877113,0
0xac23eeaff90c7c8d,0.0022583
0x424b8e6a6f0d8c88,0.00201416
0x2291fe1ffd98c7d9,0
0x60c41782bbe977c,0.00219727
0xadeb152556035615,0
0xcb05f3c28c4d7ffa,0.0022583
0x907e51631f683c5f,0.00183105
0x4045e3fdddd9541b,0.00262451
0xfeee41c5e9579756,0
0x5ccad9931fa1d81,0.00134277
0xf1f38343941ecd2d,0
0x95c1d942cf6f94bf,0
0x457a6ed23ad56b48,0.00170898
0x3442c04c731af6f0,0
0x6375b5d97892c934,0.0022583
0x7ec260225252e62e,0.00201416
0xe0c1404784da1ae7,0
0xf10db8796ce91524,0
0xc89804d13e70e3ff,0.00244141
0x722bba931d828e8e,0.00256348
0x3ecc8abd8584463c,0.00195312
0x9595a2714a1e1ad2,0
0x7687cdcb41d745a0,0.00231934
0xe0250b3a96addb72,0
0xebf2649a6e808177,0
0xe752a82b9de7c0d3,0
0xa4f9f4951182ff1f,0.00213623
0xc5125d0f2d916aac,0
0xccf650a8847557ec,0.00189209
0x3020f56b6b806bf9,0.00219727
0x567930bf0ff00d56,0.00201416
0xeb9f39ce2b9aee6e,0
0x9d83d5112555fd24,0.0022583
0xf0d8e9590939d64a,0
0xb94cd2290407b8a8,0
0xefb45e98b6a8f582,0.00268555
0xc3cbc003121f17a5,0.00134277
0xe2dd3cf631ed2e0e,0
0xf6db444fb209b7c6,0.00268555
0x6a5d4b6962b45bd,0
0xbf9f461b8a9eeda8,0.00183105
0xef061188640d2382,0
0x1215e2cec4ca1796,0
0x6cad5360243f1a40,0
0xd831f50cee31ae8f,0.00238037
0xd1d0e358ebe0c3d6,0.00183105
0x1b704ceebf562104,0
0x698aebd3982da01b,0
0xa74f02838d4512f6,0
0x6bf32491fa554cc5,0
0x38f19deab74e71f8,0.00195312
0x61043ad0c60a8a0c,0.00213623
0xc5e8bf9d9d0df8e9,0.00219727
0xa1fd55bc2cd8446b,0.00164795
0x44c72d554b2298a0,0.00250244
0xf7f06763e4f0dcd3,0.00134277
0x63f861a192a242cb,0.00262451
0x2ed28c6683060eef,0
0xf1ff009d59a53644,0
0x64f12f702ecefade,0
0x5783466a4c366051,0.00177002
0xa626d099f90ff6af,0
0x667e13b314a1b716,0.00219727
0x882f2daeeb661acc,0
0x8c688677b7bb2b19,0
0xfc8f1f38933d9e3c,0
0x7325cda7e4540f4a,0
0x6ed20ce66848112d,0.00219727
0x4917f370dc7b17ae,0.00201416
0x91c02948e50181d3,0
0x5364ea89c362a9ca,0.00268555
0x1471cf8344847428,0
0x17f3e44a904e0b0,0.0022583
0xb7ea75cb074bafd9,0.00177002
0x6885f965cd7a4ca7,0.00170898
0xe74f207520a93134,0.00219727
0xba301aa02facc923,0
0x3f477a25320e6e56,0.00146484
0x6330d453262ec606,0.00213623
0x60e5c431aeb586d1,0.00183105
0xb2745af5ae4690c3,0.00183105
0x17faca2fbf43459a,0.0012207
0x206353583217908e,0.00170898
0xc951728da3e6e5b,0.00189209
0x44c8948c49a08dbe,0.00213623
0xb1dc5a7efb6ce88f,0.00201416
0x10da4835af35675f,0
0x87a193661ed05513,0.00158691
0xb69f62392e76d722,0.0020752
0xb023f69f93b3379,0
0x5adf9889bd13d8f8,0
0x1110916c882e9dca,0.00164795
0xff78bd70006c3613,0
0x5056cbebd6a7b048,0.00183105
0x6fe1e88f3cc00992,0
0x40d768e9482c5898,0.00250244
0x11d7ead757b383c3,0.00152588
0x8d4bc152cfdde898,0.00177002
0xb5e411307b27aa2d,0
0x395e073fc2432156,0.00244141
0x3f7e5652479f91ab,0
0x5f9af554a86075c,0
0x9e7c5fe0a60f8374,0
0x1f3ce084fd885721,0.00195312
0xa66eb186d350836d,0
0x530afe3b8bb715aa,0.00189209
0xb4326d3fbd9b66fd,0.00238037
0xfe119c727e75499b,0.00183105
0xfcc16bdd800c5bb9,0.00286865
0x8f1631ee34de9bcf,0.00201416
0x5ed6a68e10b97a6b,0
0xffea28f4a5241949,0
0x2845419b1b7b7074,0.00244141
0x6733776c0b6a054c,0.00201416
0x199d10eb776618ce,0
0x2a57dc4608378175,0
0x173f88ab8fecd787,0
0x3949cd58d0bf0dcb,0.00170898
0xc7b042d64a542836,0.00213623
0x90c3a8795cf365a4,0
0xef0f198f20d5fc0b,0.0022583
0xcd01de6da7fe7820,0
0xd9e35d0f3ead00ff,0
0xc32c382a25e1b66a,0
0xe4d3f5da0237e509,0
0xfcdcc42d4b20965b,0
0x64c77a6acbdf89b3,0
0xbded6ecffcf48174,0.00189209
0xff5234e6e5c8dd17,0.0020752
0x5191200c148a1f5b,0.00177002
0x62a4f6d23b086a94,0
0x7667f1f826c86691,0.00158691
0xd6efc2958ab49435,0.00244141
0x9ea2b99ce878df2b,0.00201416
0x1b602fe416cdc22a,0
0x202abdbe350a6e63,0
0xad19ad824750f9f,0.00183105
0xd171018501d4e26e,0.00256348
0x27d3574d7bd58aa9,0.00158691
0xfe54719b9a0b4940,0.00164795
0xae6ad6daf8b79bd6,0.00201416
0xf6f8296feec8328b,0.00146484
0x448953558582ffe5,0.00219727
0xa01a49b7c157c294,0.00201416
0x23b2cc0d5a63f3e4,0
0x915bc90e59fdd935,0.00170898
0xfe27f023cd9d4f0d,0
0x1531bac3b29325ec,0.00201416
0x1de3ab9421544fbc,0.00231934
0xd734202841a075d6,0.00213623
0x9febf100985fd876,0
0xadce4cade1baeba1,0
0x8191b802bb355c83,0
0x8352985389a160e0,0.00146484
0x4e0064fef2fa78b5,0.00250244
0xb3eb6a3646270377,0.00183105
0xd08d600380fa879a,0
0x33caa61ce6df66c2,0.00189209
0xabbf562d5ca5cf98,0.00201416
0x63825407903a9828,0.0022583
0x264a859f0e939da0,0
0x9bbaaab8759d974d,0
0xf7be024b0e9b3d2a,0.00177002
0xe943710a4d6831e5,0.0020752
0x14647c71a9858730,0
0x97acf692218414fc,0.00134277
0xd1e535b64b1e71b3,0
0x6d448a9b05a2e11e,0
0xae50cdebd73e1f6c,0
0xce6555f1301342a5,0.00195312
0x1c64174f5c7172e1,0.00183105
0x3d1e724428e6ed0d,0
0x5d8384e2950e849d,0.0022583
0x4061a299fcade365,0
0xc94dbd1fc0975231,0.00201416
0x3b1aff5f9990bb42,0
0x9b7998175c043d01,0.0020752
0x1998026c8c201a54,0.00152588
0x3de0aee740999076,0
0x8d87fe87dc6cf6ed,0.00177002
0x8f53618623c704be,0
0x313dfb83a589f869,0.0022583
0x21cb66fe8926a5b8,0.00183105
0x7079b4db47e653d6,0.0022583
0x692f0e89a5225e71,0.00256348
0xb49d19cce7b72953,0.00146484
0x34badd9b88f06cec,0
0xfeea4d49e5974432,0
0xdddcc90dadc3be37,0
0x9228077d128ab61,0.00158691
0x41b14315101e6559,0.00158691
0x4336b194d05489a0,0.00183105
0xc9c7f7c04c4b9f51,0
0x3e29529a5f592c28,0.0020752
0xc1b15a2a91e82e54,0
0x926bfeb3ec661b67,0.00219727
0x8990a7c342302f4,0.00164795
0x5938c90659170d80,0
0x2aac71ba618c60b2,0
0x3b51ca05dedbb825,0
0xcb55d70fea10021e,0.00231934
0x63c9c438b09c0bca,0
0xb887fbe30abebf61,0.00177002
0xed1a963916a775d,0.00177002
0x46f39f05cd177552,0.00201416
0x1d96731db7afbf7d,0.00158691
0xdb236eac15724e8b,0
0xb854f9e937b7190f,0.00177002
0x542a708de624fb02,0.0020752
0x2975625fc30c3b97,0.00170898
0x93eb0d27400376c9,0.0020752
0x7c5544fd79599f04,0
0xbca1189abdebfc77,0
0xb404c75c47c81b3f,0
0x908050941380514c,0
0x201f73101e71de38,0.00164795
0x97a6cec20be2dca7,0.00164795
0xd51a3b9cfee4bfcc,0
0x466a2896afa77c20,0
0xfd85b5fa9fbeff12,0
0xa7d827427725d8e8,0
0xf94688bc2939d182,0.00177002
0xcb6840f9d6b889b4,0
0x4e5c417da8606d8e,0.00183105
0x5e1ee810982a8a69,0
